facility_name,facility_name_norm,state,county,facility_type,severity_score,total_penalties,total_donated,donation_count,unique_donors,unique_committees,years_active
OUR LADY QUEEN OF PEACE CHURCH,OUR LADY QUEEN OF PEACE CHURCH,FL,,water_system,0.0,0.0,2194.0,37,4,4,"2015,2016,2024"
EXETER JOB CORPS CENTER,EXETER JOB CORPS CENTER,RI,,water_system,15.0,0.0,2193.0,74,6,7,"2015,2016,2017,2019,2020,2021,2022,2023,2024"
NUSSBAUM TRANSPORTATION,NUSSBAUM TRANSPORTATION,IL,MCLEAN,water_system,35.0,0.0,2193.0,75,8,9,"2020,2021,2022,2023,2024"
FULCHER'S POINT PRIDE SEAFOOD,FULCHER S POINT PRIDE SEAFOOD,NC,PAMLICO,industrial,20.0,0.0,2193.0,23,1,4,"2022,2024"
OWOSSO GRAPHIC ARTS,OWOSSO GRAPHIC ARTS,,,industrial,20.0,0.0,2193.0,12,1,2,2024
FRANKLIN FUELING SYSTEM INC,FRANKLIN FUELING SYSTEM,WI,DANE,industrial,10.0,0.0,2192.0,62,1,2,"2015,2016"
MSU 76 DEER ISLE/STONINGTON K-8 SCHOOL,MSU 76 DEER ISLE STONINGTON K 8 SCHOOL,ME,,water_system,15.0,0.0,2192.0,23,7,6,"2015,2016,2018,2019,2020,2022,2024"
DETROIT NEWSPAPER AGENCY RIVERFRONT,DETROIT NEWSPAPER AGENCY RIVERFRONT,MI,WAYNE,industrial,10.0,0.0,2192.0,27,3,5,"2022,2023,2024"
MADISON CO DIST 2 MONTESSORI SCHOOL,MADISON DIST 2 MONTESSORI SCHOOL,NE,,water_system,0.0,0.0,2191.0,83,7,8,"2015,2016,2017,2018,2020"
RAND MCNALLY,RAND MCNALLY,TN,DAVIDSON,industrial,20.0,0.0,2191.0,26,4,5,"2015,2016,2019,2020,2024"
CALVARY CHRISTIAN CENTER,CALVARY CHRISTIAN CENTER,CA,,water_system,25.0,0.0,2191.0,62,4,6,"2020,2021,2022,2023,2024"
C & S FARMS,C S FARMS,OR,,water_system,0.0,0.0,2190.0,6,4,4,"2016,2018,2019"
ST JOHNS LUTHERAN SCHOOL,ST JOHNS LUTHERAN SCHOOL,WI,WASHINGTON,both,30.0,0.0,2190.0,70,5,7,"2016,2019,2020,2021"
LEE WATER DEPT,LEE WATER DEPT,MA,BERKSHIRE,water_system,40.0,0.0,2190.0,11,3,3,"2016,2020,2022,2024"
TECUMSEH HIGH SCHOOL,TECUMSEH HIGH SCHOOL,OH,,water_system,20.0,0.0,2190.0,41,2,2,"2019,2020,2021,2024"
TRANS BORDER FREIGHT SYSTEMS,TRANS BORDER FREIGHT SYSTEMS,NY,,water_system,0.0,0.0,2188.0,29,2,6,"2016,2017,2021,2022,2023,2024"
UNITED SCHOOL DISTRICT 304,UNITED SCHOOL DISTRICT 304,IL,WARREN,water_system,30.0,0.0,2188.0,19,5,6,"2017,2018,2019,2020,2024"
MILITARY SEALIFT FIRE FI,MILITARY SEALIFT FIRE FI,NJ,,water_system,0.0,0.0,2188.0,21,3,5,"2018,2019,2020,2021,2023"
RED MOON RESTAURANT AND BAR,RED MOON RESTAURANT AND BAR,WI,,water_system,0.0,0.0,2188.0,39,5,7,"2019,2020,2021,2022,2024"
DEERWOOD MANOR DRINKING WATER SYSTEM-DAIRY RD & ROBIN LA WELL PLANT,DEERWOOD MANOR DRINKING WATER SYSTEM DAIRY RD ROBIN LA WELL PLANT,CT,WAYNE,industrial,20.0,0.0,2188.0,4,1,1,"2019,2022,2024"
MONTANA CITY SCHOOL DIST 27-TREATMENT PLANT 2 FILT/SOFT/ARSE,MONTANA CITY SCHOOL DIST 27 TREATMENT PLANT 2 FILT SOFT ARSE,MT,JEFFERSON,industrial,10.0,0.0,2187.0,23,4,5,"2015,2016,2017,2018,2019,2020,2021"
COLUMBIA JR ACADEMY,COLUMBIA JR ACADEMY,SC,,water_system,0.0,0.0,2186.0,65,7,8,"2017,2019,2020,2021,2022,2024"
NATIVE HARDWOODS INC,NATIVE HARDWOODS,IN,ELKHART,industrial,30.0,3500.0,2186.0,106,3,4,"2018,2019,2020"
VILLAGE OF SHILOH WWTP,VILLAGE OF SHILOH WWTP,OH,RICHLAND,industrial,15.0,0.0,2186.0,79,2,4,"2020,2021,2022,2023,2024"
ED STAUB & SONS - LA PINE,ED STAUB SONS LA PINE,OR,DESCHUTES,water_system,10.0,0.0,2186.0,19,7,7,"2019,2020,2021,2024"
FORT MADISON WATER TREATMENT PLANT,FORT MADISON WATER TREATMENT PLANT,IA,LEE,industrial,15.0,0.0,2185.0,15,3,3,"2015,2017,2018,2019,2020,2022,2023,2024"
"BETHEL, TOWN OF",BETHEL TOWN OF,NC,,water_system,0.0,0.0,2185.0,21,6,6,"2015,2016,2017,2018,2019,2023,2024"
CHRISTIAN LIVING COMMUNITIES,CHRISTIAN LIVING COMMUNITIES,CO,ARAPAHOE,industrial,20.0,0.0,2185.0,84,3,6,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
SAINT PETERS UNION CHURCH,SAINT PETERS UNION CHURCH,PA,,water_system,0.0,0.0,2185.0,17,4,5,"2018,2020,2021,2024"
POINT PLEASANT BORO,POINT PLEASANT BORO,NJ,OCEAN,industrial,15.0,0.0,2184.0,30,3,2,"2015,2017,2018,2019,2020,2021"
SENIOR CITIZENS CENTER,SENIOR CITIZENS CENTER,NH,,water_system,0.0,0.0,2184.0,56,8,8,"2015,2017,2019,2020,2021,2022,2024"
KAMPEL ENTERPRISES INC,KAMPEL ENTERPRISES,PA,,water_system,15.0,0.0,2184.0,8,4,5,"2016,2018,2019,2020,2024"
LOVINGTON MUNICIPAL WATER SUPPLY,LOVINGTON MUNICIPAL WATER SUPPLY,NM,,water_system,25.0,0.0,2184.0,69,5,7,"2020,2021,2022,2023,2024"
REED CHANNEL MARINE,REED CHANNEL MARINE,NY,NASSAU,industrial,25.0,0.0,2184.0,4,1,2,2024
CAMP ROCK,CAMP ROCK,NE,MORRILL,water_system,25.0,0.0,2182.0,40,4,2,"2015,2016,2022"
WEST BRIDGE CHURCH,WEST BRIDGE CHURCH,IN,,water_system,0.0,0.0,2182.0,14,4,4,"2020,2021,2024"
OAK VALLEY UNION ELEM S D,OAK VALLEY UNION ELEM S D,CA,TULARE,industrial,10.0,0.0,2182.0,12,3,5,"2020,2022,2023,2024"
BIRCH WOOD VINEYARDS,BIRCH WOOD VINEYARDS,NH,,water_system,15.0,0.0,2181.0,9,4,3,"2020,2022"
FLORIDA KEYS WILD BIRD REHABILITATION CENTER,FLORIDA KEYS WILD BIRD REHABILITATION CENTER,FL,MONROE,industrial,20.0,2000.0,2180.0,27,7,7,"2016,2018,2020,2024"
TEXAS GAS TRANSMISSION LLC EXPANSION PROJECT,TEXAS GAS TRANSMISSION EXPANSION PROJECT,IN,JOHNSON,industrial,10.0,0.0,2180.0,20,4,5,"2018,2022"
HOME OIL AUTO REPAIR,HOME OIL AUTO REPAIR,MO,FRANKLIN,industrial,10.0,0.0,2180.0,42,6,9,"2019,2020,2022,2024"
THE WESTERN SUGAR COOP-TORRINGTON PLANT,THE WESTERN SUGAR COOP TORRINGTON PLANT,WY,GOSHEN,industrial,15.0,0.0,2180.0,19,4,5,"2021,2022,2024"
T.I.C. INC.,T I C,KY,,water_system,0.0,0.0,2180.0,6,2,4,"2021,2022"
GRACE FELLOWSHIP BAPTIST CHURCH,GRACE FELLOWSHIP BAPTIST CHURCH,MI,,water_system,15.0,0.0,2177.0,49,5,5,"2015,2016,2020,2022,2023,2024"
EARTH SMART ENVIRONMENTAL SOLUTIONS LLC,EARTH SMART ENVIRONMENTAL SOLUTIONS,MI,BERRIEN,industrial,10.0,0.0,2177.0,31,5,6,"2016,2019,2020"
METRO PARKS TACOMA MUNI SW,METRO PARKS TACOMA MUNI SW,WA,PIERCE,industrial,25.0,0.0,2177.0,35,8,11,"2016,2018,2019,2020,2024"
ROLLING RIDGE,ROLLING RIDGE,NH,CARROLL,water_system,55.0,0.0,2177.0,5,3,3,"2017,2018"
EMERALD COAST UTILITIES AUTHORITY (ECUA),EMERALD COAST UTILITIES AUTHORITY ECUA,FL,,water_system,0.0,0.0,2176.0,28,5,6,"2015,2022,2024"
ALLEN PRESS INC,ALLEN PRESS,KS,DOUGLAS,industrial,25.0,0.0,2176.0,74,9,7,"2016,2019,2020,2024"
KINEMOTIVE CORP,KINEMOTIVE,NY,SUFFOLK,industrial,10.0,0.0,2176.0,100,2,1,"2016,2017,2018,2019,2020,2021"
WILLINGTON PIZZA HOUSE,WILLINGTON PIZZA HOUSE,CT,TOLLAND,water_system,35.0,0.0,2176.0,76,4,3,"2019,2020,2024"
ALLIANCE AEROSPACE LLC,ALLIANCE AEROSPACE,GA,BIBB,industrial,5.0,0.0,2175.0,29,9,8,"2015,2016,2019,2020,2022,2024"
MARTIN PRODUCT SALES LLC,MARTIN PRODUCT SALES,TX,JEFFERSON,industrial,25.0,10000.0,2175.0,65,3,5,"2015,2019,2020,2021,2022,2023,2024"
THREE C PIZZA,THREE C PIZZA,PA,,water_system,15.0,0.0,2175.0,12,4,6,"2015,2020,2022,2023"
"GENTRY & ASSOCIATES, INC.",GENTRY ASSOCIATES,GA,COWETA COUNTY,industrial,20.0,0.0,2175.0,4,3,3,"2016,2021"
FEL-PRO WEST ENTRANCE,FEL PRO WEST ENTRANCE,,,industrial,20.0,0.0,2175.0,8,3,3,"2016,2021,2022,2023"
CHRIS JONES,CHRIS JONES,AR,PULASKI,industrial,15.0,0.0,2175.0,5,2,3,"2016,2023,2024"
TOBACCO ROAD,TOBACCO ROAD,FL,GADSDEN,water_system,20.0,0.0,2175.0,10,5,5,"2018,2022,2024"
ARDAGH GLASS INC. (RUSTON),ARDAGH GLASS RUSTON,LA,LINCOLN,industrial,40.0,74126.0,2175.0,87,2,2,"2018,2019,2020,2021,2022,2023,2024"
"EAGLE SPECIALTY MATERIALS, LLC-BELLE AYR",EAGLE SPECIALTY MATERIALS BELLE AYR,WY,,water_system,0.0,0.0,2175.0,29,9,5,"2018,2020,2021,2022"
MEEKER PUBLIC WORKS AUTHORITY,MEEKER PUBLIC WORKS AUTHORITY,OK,LINCOLN,industrial,15.0,0.0,2175.0,32,1,3,"2020,2021,2022"
HIGHPORT MARINA & RESORT,HIGHPORT MARINA RESORT,TX,,water_system,20.0,0.0,2175.0,48,2,2,"2020,2021,2022,2023,2024"
ST MATTHEWS UNITED CHURCH OF CHRIST,ST MATTHEWS UNITED CHURCH OF CHRIST,NC,,water_system,0.0,0.0,2175.0,20,1,1,2020
EDGE OF WOODS,EDGE OF WOODS,NH,,water_system,0.0,0.0,2175.0,8,3,3,"2020,2022"
PILGRIM PSYCHIATRIC CENTER,PILGRIM PSYCHIATRIC CENTER,NY,SUFFOLK,water_system,25.0,0.0,2175.0,73,8,9,"2020,2022,2024"
WILLOW CREEK COMMUNITY CHURCH,WILLOW CREEK COMMUNITY CHURCH,,,industrial,10.0,0.0,2174.0,24,4,5,"2015,2016,2020"
SMITH HILL ROAD PIT,SMITH HILL ROAD PIT,NY,STEUBEN,industrial,10.0,0.0,2174.0,23,3,4,"2017,2018,2019,2023,2024"
"SPRINGS RESTAURANT INC, THE",SPRINGS RESTAURANT THE,NY,CHAUTAUQUA,water_system,10.0,0.0,2174.0,9,2,3,2020
TOWN OF WEBB,TOWN OF WEBB,MS,TALLAHATCHIE,water_system,40.0,0.0,2174.0,105,4,6,"2020,2021,2022,2024"
BRIDGEWAY REHABILITATION SERVICES INC,BRIDGEWAY REHABILITATION SERVICES,NJ,,water_system,0.0,0.0,2173.0,61,3,4,"2016,2017,2023,2024"
BERNARDUS WINERY,BERNARDUS WINERY,CA,MONTEREY COUNTY,industrial,10.0,0.0,2172.0,2,2,2,"2015,2024"
BLOSSOM BRANCH,BLOSSOM BRANCH,WV,LOGAN,industrial,20.0,0.0,2172.0,7,4,1,"2016,2017"
GREENVILLE UTILITIES COMMISSION,GREENVILLE UTILITIES COMMISSION,KY,MUHLENBERG,water_system,30.0,0.0,2172.0,38,3,1,"2016,2017,2018,2019,2021,2024"
LOST NATION WATER,LOST NATION WATER,NH,,water_system,0.0,0.0,2172.0,40,3,5,"2018,2020,2022,2024"
RAILROAD MARKET & CAFE,RAILROAD MARKET CAFE,,,industrial,10.0,0.0,2172.0,26,1,2,2022
LUNDIN MINING-HUMBOLDT MILL,LUNDIN MINING HUMBOLDT MILL,MI,,water_system,15.0,0.0,2172.0,12,1,1,2024
MANOR WATER ASSOCIATION,MANOR WATER ASSOCIATION,GA,,water_system,0.0,0.0,2171.0,28,2,2,"2019,2020"
TOWER ROAD,TOWER ROAD,VA,,water_system,0.0,0.0,2170.0,17,4,5,"2016,2020"
NVA13 - DATA CENTER SITE PLAN,NVA13 DATA CENTER SITE PLAN,VA,,industrial,10.0,0.0,2170.0,12,1,3,"2019,2020"
CA CUSTOM FRUITS  FLAVORS INC,CA CUSTOM FRUITS FLAVORS,CA,LOS ANGELES COUNTY,industrial,10.0,0.0,2169.0,24,2,3,"2015,2019,2020"
S AND W SEED COMPANY,S AND W SEED COMPANY,ID,,water_system,20.0,0.0,2169.0,7,3,4,"2015,2016"
CENTER FOR TEACHING/LEARNING,CENTER FOR TEACHING LEARNING,ME,LINCOLN,water_system,25.0,0.0,2169.0,11,4,5,"2016,2019,2020,2024"
TODD CHESTNUT FARM,TODD CHESTNUT FARM,PA,CUMBERLAND,industrial,10.0,0.0,2169.0,30,2,2,"2019,2020"
CITY OF MARIETTA,CITY OF MARIETTA,TX,CASS,water_system,40.0,0.0,2168.0,36,7,7,"2015,2016,2020,2021,2024"
WHITFIELD COUNTY BOARD OF EDUCATION (DAWNVILLE ELEMENTARY SCHOOL WPCP),WHITFIELD COUNTY BOARD OF EDUCATION DAWNVILLE ELEMENTARY SCHOOL WPCP,GA,WHITFIELD,industrial,10.0,0.0,2168.0,60,5,5,"2020,2022,2023"
GROENDYKE TRANSPORT GARDEN CITY TERMINAL,GROENDYKE TRANSPORT GARDEN CITY TERMINAL,GA,CHATHAM COUNTY,industrial,20.0,0.0,2166.0,28,3,7,"2016,2018,2020,2022,2024"
SAWYERS RAPIDS PARK,SAWYERS RAPIDS PARK,OR,,water_system,0.0,0.0,2165.0,74,2,2,"2015,2016,2017"
SAN ANTONIO TEXAS HILL COUNTRY STAKE,SAN ANTONIO TEXAS HILL COUNTRY STAKE,TX,COMAL,water_system,20.0,0.0,2165.0,17,2,4,"2020,2021,2022"
WILLARD DEVELOPMENT,WILLARD DEVELOPMENT,NY,WASHINGTON,water_system,10.0,0.0,2164.0,40,2,6,"2020,2021,2024"
NORTHEAST WASHINGTON COUNTY,NORTHEAST WASHINGTON COUNTY,TX,,water_system,0.0,0.0,2163.0,31,4,5,"2016,2017,2018,2020,2021,2022"
PACIFIC CRANE MAINTENANCE COMPANY LP,PACIFIC CRANE MAINTENANCE COMPANY,CA,LOS ANGELES,industrial,10.0,0.0,2163.0,60,3,5,"2019,2020,2023,2024"
METSO AUTOMATION USA INC,METSO AUTOMATION USA,MA,WORCESTER,industrial,10.0,0.0,2162.0,62,3,4,"2016,2017,2020,2021"
SANTEE COOPER LEE COUNTY LANDFILL,SANTEE COOPER LEE COUNTY LANDFILL,SC,LEE,industrial,15.0,0.0,2160.0,10,1,1,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
DEW DROP INN,DEW DROP INN,OH,HAMILTON,industrial,20.0,0.0,2160.0,11,2,4,"2015,2016,2024"
A & E MFG,A E MFG,PA,BUCKS,industrial,10.0,0.0,2160.0,40,10,11,"2016,2018,2019,2020,2022,2023,2024"
SUNSHINE INN,SUNSHINE INN,NY,,water_system,0.0,0.0,2160.0,11,2,2,"2019,2020,2021,2022"
A & W GROCERY,A W GROCERY,NC,,water_system,0.0,0.0,2160.0,7,2,2,"2020,2023,2024"
"APHENA PHARMA SOLUTIONS - TN, LLC",APHENA PHARMA SOLUTIONS TN,TN,PUTNAM,industrial,10.0,0.0,2160.0,8,3,3,"2020,2022"
BP PRODUCTS NORTH AMERICA,BP PRODUCTS NORTH AMERICA,KY,BOONE,industrial,15.0,0.0,2159.0,12,5,5,"2016,2020,2023,2024"
GREYSTONE MANOR,GREYSTONE MANOR,PA,LANCASTER,water_system,25.0,0.0,2159.0,2,1,1,2024
"SPN, CORP.- LIGHTHOUSE/QUALITY INN",SPN LIGHTHOUSE QUALITY INN,VA,PRINCE GEORGE,water_system,25.0,0.0,2158.0,9,4,3,"2015,2018,2019,2020,2021,2022"
MARC ADAMS SCHOOL OF WOODWORKING,MARC ADAMS SCHOOL OF WOODWORKING,IN,,water_system,0.0,0.0,2158.0,65,4,3,"2016,2020,2021,2022,2023,2024"
HIGH GRADE MATERIALS KALAMAZOO,HIGH GRADE MATERIALS KALAMAZOO,MI,KALAMAZOO COUNTY,industrial,10.0,0.0,2158.0,10,5,5,"2020,2022,2023"
AMERICAN ROLLER CO LLC,AMERICAN ROLLER,WI,RACINE,water_system,5.0,0.0,2157.0,3,2,3,2024
OCONEE CO SCHOOL DIST WEST OAK HIGH SCHOOL,OCONEE SCHOOL DIST WEST OAK HIGH SCHOOL,SC,OCONEE,industrial,20.0,0.0,2156.0,29,7,9,"2015,2016,2019,2020"
ENGLEWOOD HOSPITAL-TREATMENT PLANT,ENGLEWOOD HOSPITAL TREATMENT PLANT,NJ,BERGEN,industrial,20.0,0.0,2156.0,37,5,4,"2015,2020,2021,2022,2023"
OWENS-CORNING FIBERGLAS CORP,OWENS CORNING FIBERGLAS,NJ,BURLINGTON,industrial,20.0,0.0,2156.0,401,2,4,"2020,2022"
GEODIS LOGISTICS LLC,GEODIS LOGISTICS,IN,HENDRICKS,industrial,20.0,0.0,2156.0,8,2,4,2024
ATHENS CHRISTIAN SCHOOL,ATHENS CHRISTIAN SCHOOL,GA,,water_system,0.0,0.0,2155.0,34,5,6,"2016,2018,2021,2024"
GFL ENVIRONMENTAL SERVICES USA INC,GFL ENVIRONMENTAL SERVICES USA,MI,WAYNE,industrial,10.0,0.0,2155.0,18,6,6,"2016,2018,2023,2024"
USDA USFS R06 ICE CAP CREEK CG HP #2,USDA USFS R06 ICE CAP CREEK CG HP 2,OR,LINN,industrial,10.0,0.0,2155.0,8,3,3,"2017,2018,2020,2021"
TECH MET INC,TECH MET,PA,WASHINGTON,industrial,25.0,40000.0,2155.0,25,1,1,"2018,2019"
JERSEY CAPE YACHTS,JERSEY CAPE YACHTS,NJ,BURLINGTON,industrial,25.0,0.0,2155.0,8,5,5,"2018,2020,2022,2024"
GEORGIA-PACIFIC BROADWAY LLC,GEORGIA PACIFIC BROADWAY,WI,BROWN,industrial,35.0,0.0,2155.0,91,4,1,"2022,2023,2024"
THE VINEYARD CHURCH,THE VINEYARD CHURCH,IN,ST. JOSEPH,water_system,15.0,0.0,2154.0,25,9,7,"2020,2022,2023,2024"
GULF COAST WATER AUTHORITY TX CITY,GULF COAST WATER AUTHORITY TX CITY,TX,GALVESTON,water_system,25.0,0.0,2153.0,10,2,2,"2015,2016,2017,2018,2022"
PRINTWORKS INC,PRINTWORKS,WI,MILWAUKEE,industrial,15.0,0.0,2153.0,25,3,8,"2016,2017,2018,2019,2020,2023,2024"
"3A COMPOSITES USA, INC.",3A COMPOSITES USA,NC,IREDELL,industrial,20.0,0.0,2153.0,13,5,7,"2016,2017,2018,2019,2022,2024"
CAL-MAINE FOODS - RED RIVER-PLANT - NW CORNER OF US 271 / TX 37,CAL MAINE FOODS RED RIVER PLANT NW CORNER OF US 271 TX 37,MS,,industrial,20.0,0.0,2152.0,46,5,7,"2015,2016,2020,2023,2024"
Coon Rapids/Andover Amer. Little League,COON RAPIDS ANDOVER AMER LITTLE LEAGUE,MN,,water_system,0.0,0.0,2152.0,25,3,6,"2016,2020,2024"
FAIRLAWN COUNTRY CLUB CONCESSION-TREATMENT PLANT 1,FAIRLAWN COUNTRY CLUB CONCESSION TREATMENT PLANT 1,ME,ANDROSCOGGIN,industrial,15.0,0.0,2152.0,8,2,2,"2018,2019,2024"
APPLIED COMPOSITES CORP,APPLIED COMPOSITES,IL,KANE,industrial,15.0,0.0,2152.0,8,4,4,"2019,2020,2021"
NORTHSIDE BAPTIST CHURCH,NORTHSIDE BAPTIST CHURCH,FL,,water_system,0.0,0.0,2151.0,28,6,5,"2019,2020,2021,2022,2024"
NEPTUNE TWP MUA SEWER AUTH STP,NEPTUNE TWP MUA SEWER AUTH STP,NJ,MONMOUTH,industrial,40.0,12650.0,2150.0,17,1,1,"2015,2016,2018,2019,2020,2021,2022,2023,2024"
NORTHWESTERN LAKE FOREST HOSPITAL,NORTHWESTERN LAKE FOREST HOSPITAL,IL,LAKE,industrial,10.0,0.0,2150.0,16,6,6,"2015,2016,2017,2020"
THE ECOLOGY SCHOOL,THE ECOLOGY SCHOOL,,,industrial,15.0,0.0,2150.0,5,2,2,"2016,2018"
SANDY PINES,SANDY PINES,MI,ALLEGAN,water_system,10.0,0.0,2150.0,7,3,2,"2016,2017,2018,2019"
GINGER FOX BAKERY-BASEMENT OF RENTAL PROPERTY /ADJ TO BAKERY,GINGER FOX BAKERY BASEMENT OF RENTAL PROPERTY ADJ TO BAKERY,NH,ROCKINGHAM,industrial,10.0,0.0,2150.0,4,2,3,"2016,2017"
STUFF RECYCLING,STUFF RECYCLING,KY,CLARK,industrial,30.0,8000.0,2150.0,11,2,3,"2016,2022,2024"
"HPC FOODS, LTD.",HPC FOODS,HI,HONOLULU COUNTY,industrial,20.0,500.0,2150.0,10,4,3,"2016,2019,2020,2024"
COMMAND PACKAGING,COMMAND PACKAGING,CA,LOS ANGELES,industrial,30.0,35000.0,2150.0,4,2,3,"2016,2020"
BROWARD CO PORT EVERGLADES DPT,BROWARD PORT EVERGLADES DPT,FL,,water_system,0.0,0.0,2150.0,9,2,4,"2016,2020,2022"
JOHNSON ESTATE WINERY,JOHNSON ESTATE WINERY,NY,,water_system,0.0,0.0,2150.0,11,2,4,"2016,2018,2020"
PINE RIDGE ONE PIT (ARARAT ROCK) (LQD SP0799),PINE RIDGE ONE PIT ARARAT ROCK LQD SP0799,WY,JOHNSON,industrial,25.0,0.0,2150.0,18,3,4,"2016,2019,2020"
"CCC LLC, DELTA DISTRIBUTING COMPANY",CCC DELTA DISTRIBUTING COMPANY,MS,COAHOMA,industrial,20.0,0.0,2150.0,18,5,4,"2016,2021,2022,2023,2024"
"LAKE GEORGE RV PARK, INC.",LAKE GEORGE RV PARK,NY,,water_system,0.0,0.0,2150.0,8,1,3,"2016,2017,2019,2020"
CONTINENTAL CARBON CO SUNRAY,CONTINENTAL CARBON SUNRAY,TX,MOORE,industrial,15.0,0.0,2150.0,4,3,4,"2017,2020,2021"
PLATINUM SURFACE COATING INC,PLATINUM SURFACE COATING,CA,ORANGE,industrial,15.0,0.0,2150.0,9,1,5,"2017,2020,2022,2024"
SPARTANBURG STEEL PRODUCTS,SPARTANBURG STEEL PRODUCTS,SC,SPARTANBURG,industrial,5.0,0.0,2150.0,15,2,3,"2018,2023,2024"
BREWSTER CHEESE CO - BREWSTER PLANT,BREWSTER CHEESE BREWSTER PLANT,OH,,water_system,0.0,0.0,2150.0,3,3,1,"2018,2019"
CLARK COUNTY HEALTH CARE CENTER,CLARK COUNTY HEALTH CARE CENTER,WI,CLARK,industrial,20.0,0.0,2150.0,35,2,3,"2018,2021,2022,2023,2024"
"NIPPON EXPRESS USA, INC.",NIPPON EXPRESS USA,CA,LOS ANGELES COUNTY,industrial,15.0,0.0,2150.0,30,3,6,"2018,2019,2020,2024"
DOUBLE MUSKY INN,DOUBLE MUSKY INN,AK,,water_system,20.0,0.0,2150.0,12,2,3,"2018,2019"
TIMBERLINE LAKE PARK,TIMBERLINE LAKE PARK,NY,,water_system,15.0,0.0,2150.0,13,3,9,"2018,2020,2021,2022"
ROCKY CLIFF INDUSTRIAL PARK,ROCKY CLIFF INDUSTRIAL PARK,,,industrial,10.0,0.0,2150.0,21,2,5,"2020,2022"
MAYBERRY HILL PRESCHOOL,MAYBERRY HILL PRESCHOOL,ME,CUMBERLAND,water_system,35.0,0.0,2150.0,43,1,2,"2020,2021,2022"
THE NEW SUNLIGHT BAPTIST CHURCH,THE NEW SUNLIGHT BAPTIST CHURCH,LA,LAFOURCHE,industrial,20.0,0.0,2150.0,62,3,1,"2020,2021,2022"
"DURACELL US OPERATIONS, INC",DURACELL US OPERATIONS,CT,FAIRFIELD,industrial,10.0,0.0,2150.0,15,1,3,"2020,2024"
CREATIVE GARDEN CHILD CARE,CREATIVE GARDEN CHILD CARE,PA,,water_system,0.0,0.0,2150.0,18,2,4,"2020,2024"
MONUMENT WORK CENTER NO 1-MONUMENT FIRE TREATMENT FACILITY,MONUMENT WORK CENTER NO 1 MONUMENT FIRE TREATMENT FACILITY,CO,EL PASO,industrial,25.0,0.0,2150.0,7,2,2,2020
FRANCISCAN HEALTH MUNSTER HOSPITAL ADDITION,FRANCISCAN HEALTH MUNSTER HOSPITAL ADDITION,IN,LAKE,industrial,10.0,0.0,2150.0,43,1,1,"2019,2020,2021,2022,2023,2024"
CLEVELAND BROS EQUIP,CLEVELAND BROS EQUIP,PA,DAUPHIN,industrial,10.0,0.0,2150.0,12,1,3,"2020,2021,2023,2024"
AL S KWIK MART #120 PA0210,AL S KWIK MART 120 PA0210,PA,LACKAWANNA,water_system,35.0,0.0,2150.0,6,1,4,"2019,2021,2022,2023"
LITTLE SWITZERLAND,LITTLE SWITZERLAND,NY,,water_system,15.0,0.0,2150.0,7,1,2,2020
OAKLEY INDUSTRIES,OAKLEY INDUSTRIES,CO,ARAPAHOE,industrial,5.0,0.0,2150.0,7,4,4,"2020,2024"
NATIONAL WATER SERVICES INC,NATIONAL WATER SERVICES,PA,MONTGOMERY,both,15.0,0.0,2150.0,5,2,3,"2020,2024"
LANCASTER MENNONITE HIGH SCH,LANCASTER MENNONITE HIGH SCH,PA,,water_system,15.0,0.0,2150.0,93,2,6,"2020,2021,2022"
U S  MARINE CORPS MCB CAMP PENDLETON,U S MARINE CORPS MCB CAMP PENDLETON,CA,SAN DIEGO,industrial,20.0,0.0,2150.0,3,2,2,"2019,2020"
MINNESOTA METAL FINISHING INC - PLANT 1,MINNESOTA METAL FINISHING PLANT 1,MN,HENNEPIN,industrial,25.0,0.0,2150.0,43,1,2,"2021,2022,2023,2024"
FREEZER QUEEN FOODS INC,FREEZER QUEEN FOODS,NY,ERIE,industrial,5.0,0.0,2150.0,5,1,3,"2021,2022,2023,2024"
CAMP TOODIK PWS,CAMP TOODIK PWS,OH,HOLMES,water_system,20.0,0.0,2150.0,68,1,2,"2021,2022"
METROPOLITAN W R D OF GREATER CHICAGO,METROPOLITAN W R D OF GREATER CHICAGO,IL,COOK,industrial,10.0,0.0,2150.0,4,2,3,"2021,2022,2023"
FLYING CARPET MOBILE ESTATES,FLYING CARPET MOBILE ESTATES,WA,,water_system,0.0,0.0,2150.0,9,2,3,"2023,2024"
ZONE 5 - MANHATTAN PHASE 24  WATERMAIN,ZONE 5 MANHATTAN PHASE 24 WATERMAIN,CO,LARIMER,industrial,10.0,0.0,2150.0,5,1,4,2024
TOWN OF AVON,TOWN OF AVON,MA,,water_system,15.0,0.0,2149.0,17,5,6,"2016,2018,2020,2024"
LA CENTER MIDDLE SCHOOL,LA CENTER MIDDLE SCHOOL,WA,CLARK COUNTY,industrial,10.0,0.0,2148.0,38,5,6,"2016,2018,2020,2024"
BROAD COVE,BROAD COVE,ME,WASHINGTON,industrial,10.0,0.0,2148.0,9,1,4,"2016,2022"
THERMAL TRANSFER PRODUCTS,THERMAL TRANSFER PRODUCTS,WI,RACINE,industrial,10.0,0.0,2147.0,21,6,7,"2016,2017,2018,2024"
